game_id,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,acs,role,day_of_week,month,days_since_start,days_since_last_match,total_rounds,win_rate,kill_assist_ratio,acs_per_round,damage_participation,combat_efficiency,outcome_numeric,acs_rolling_5,kdr_rolling_5,kills_rolling_5,assists_rolling_5,win_rate_rolling_5,acs_lag_1,kdr_lag_1,acs_rolling_std_5,kdr_rolling_std_5,agent_acs_mean,agent_acs_std,agent_kdr_mean,agent_kdr_std,agent_win_rate,map_acs_mean,map_acs_std,map_kdr_mean,map_kdr_std,role_acs_mean,role_acs_std,role_kdr_mean,role_kdr_std,agent_map_acs_mean,agent_map_count,agent_map_kdr_mean,agent_map_win_rate,agent_role_acs_mean,agent_role_kdr_mean,agent_encoded,map_encoded,role_encoded
11,2023-04-17,Brimstone,Lotus,Loss,4,13,8,14,1,0.5714285714285714,137,Controller,0,4,6,1.0,17,0.23529411764705882,0.5294117647058824,8.058823529411764,0.375,-6,0.0,169.0,0.9361344537815126,10.6,4.0,0.2,284.0,2.2857142857142856,65.96590028188807,0.7664373334857446,151.1764705882353,86.36619378894741,1.3661553199729306,1.944076640192573,0.542096018918319,198.79888268156424,73.77839425888004,1.2238776190428386,0.8152871387591311,158.2962962962963,78.01808765347677,1.1646312154872078,1.3159647095348688,116.16666666666667,6,0.6411887404534463,0.39083012122227806,151.1764705882353,1.3661553199729306,2,7,0
12,2023-04-17,KAY/O,Ascent,Win,15,13,17,17,14,1.0,191,Initiator,0,4,6,0.0,28,0.5357142857142857,1.1071428571428572,6.821428571428571,0.6326530612244898,0,1.0,178.2,1.0428011204481793,12.6,5.8,0.4,137.0,0.5714285714285714,64.98230528382324,0.7205023699838433,138.6060606060606,80.91930370511855,1.617853541653851,3.6243750562924486,0.5330891890460351,189.1818181818182,60.216715170488605,1.1696812120430755,0.8112642225419247,149.16091954022988,83.70600178020891,1.8657634636002844,3.7094879825067095,111.57142857142857,7,0.9602891156462585,0.5711138068280925,138.6060606060606,1.617853541653851,5,1,2
13,2023-04-17,KAY/O,Ascent,Loss,9,13,13,16,8,0.8125,151,Initiator,0,4,6,0.0,22,0.4090909090909091,0.9545454545454546,6.863636363636363,0.5526315789473685,-3,0.0,184.6,1.0986344537815125,13.6,6.6,0.4,191.0,1.0,58.994067498351065,0.6808797682090748,138.6060606060606,80.91930370511855,1.617853541653851,3.6243750562924486,0.5330891890460351,189.1818181818182,60.216715170488605,1.1696812120430755,0.8112642225419247,149.16091954022988,83.70600178020891,1.8657634636002844,3.7094879825067095,111.57142857142857,7,0.9602891156462585,0.5711138068280925,138.6060606060606,1.617853541653851,5,1,2
14,2023-04-17,KAY/O,Icebox,Loss,12,14,12,18,6,0.6666666666666666,131,Initiator,0,4,6,0.0,26,0.46153846153846156,0.6923076923076923,5.038461538461538,0.4864864864864865,-6,0.0,178.8,1.0672619047619045,13.2,7.0,0.4,151.0,0.8125,63.286649461004025,0.7000680745162686,138.6060606060606,80.91930370511855,1.617853541653851,3.6243750562924486,0.5330891890460351,185.91764705882352,66.95915808566156,1.0788212392132444,0.6963155942102514,149.16091954022988,83.70600178020891,1.8657634636002844,3.7094879825067095,171.25,4,0.48859649122807014,0.4825414781297134,138.6060606060606,1.617853541653851,5,6,2
15,2023-04-17,KAY/O,Lotus,Loss,9,13,17,15,4,1.1333333333333333,223,Initiator,0,4,6,0.0,22,0.4090909090909091,0.9545454545454546,10.136363636363637,0.5675675675675675,2,0.0,166.6,0.8367857142857142,13.4,6.6,0.2,131.0,0.6666666666666666,39.25302536111072,0.23158372836326424,138.6060606060606,80.91930370511855,1.617853541653851,3.6243750562924486,0.5330891890460351,198.79888268156424,73.77839425888004,1.2238776190428386,0.8152871387591311,149.16091954022988,83.70600178020891,1.8657634636002844,3.7094879825067095,133.33333333333334,6,0.9444444444444445,0.5972434428316781,138.6060606060606,1.617853541653851,5,7,2
16,2023-04-17,KAY/O,Split,Loss,12,14,20,24,11,0.8333333333333334,225,Initiator,0,4,6,0.0,26,0.46153846153846156,1.1923076923076923,8.653846153846153,0.5535714285714286,-4,0.0,184.2,0.8891666666666665,15.8,8.6,0.2,223.0,1.1333333333333333,42.27528828996914,0.18055662392846242,138.6060606060606,80.91930370511855,1.617853541653851,3.6243750562924486,0.5330891890460351,193.66666666666666,70.6024040210524,1.297321640229214,1.9226653174257091,149.16091954022988,83.70600178020891,1.8657634636002844,3.7094879825067095,193.75,4,2.6698717948717947,0.5677655677655677,138.6060606060606,1.617853541653851,5,9,2
17,2023-04-18,Breach,Split,Loss,5,13,5,16,8,0.3125,128,Initiator,1,4,7,1.0,18,0.2777777777777778,0.7222222222222222,7.111111111111111,0.43333333333333335,-11,0.0,171.6,0.7516666666666667,13.4,7.4,0.0,225.0,0.8333333333333334,48.64976875587387,0.298383957529742,153.75,84.9930825071904,2.1932359307359306,3.8097375035597802,0.5470865817616245,193.66666666666666,70.6024040210524,1.297321640229214,1.9226653174257091,149.16091954022988,83.70600178020891,1.8657634636002844,3.7094879825067095,127.25,4,5.515625,0.550326797385621,153.75,2.1932359307359306,1,9,2
18,2023-04-18,Breach,Fracture,Win,13,9,9,16,7,0.5625,128,Initiator,1,4,7,0.0,22,0.5909090909090909,0.7272727272727273,5.818181818181818,0.48484848484848486,-7,1.0,167.0,0.7016666666666665,12.6,7.2,0.2,128.0,0.3125,52.05285775055969,0.30647808966457,153.75,84.9930825071904,2.1932359307359306,3.8097375035597802,0.5470865817616245,189.7948717948718,66.55148558146719,1.2477772397946845,0.9979698430037856,149.16091954022988,83.70600178020891,1.8657634636002844,3.7094879825067095,182.33333333333334,3,1.548611111111111,0.5699855699855699,153.75,2.1932359307359306,1,4,2
19,2023-04-18,Breach,Fracture,Win,13,8,12,16,11,0.75,179,Initiator,1,4,7,0.0,21,0.6190476190476191,1.0952380952380953,8.523809523809524,0.575,-4,1.0,176.6,0.7183333333333333,12.6,8.2,0.4,128.0,0.5625,48.023952357131144,0.30636477441115806,153.75,84.9930825071904,2.1932359307359306,3.8097375035597802,0.5470865817616245,189.7948717948718,66.55148558146719,1.2477772397946845,0.9979698430037856,149.16091954022988,83.70600178020891,1.8657634636002844,3.7094879825067095,182.33333333333334,3,1.548611111111111,0.5699855699855699,153.75,2.1932359307359306,1,4,2
20,2023-04-21,Cypher,Lotus,Loss,5,13,7,15,1,0.4666666666666667,103,Sentinel,4,4,10,3.0,18,0.2777777777777778,0.4444444444444444,5.722222222222222,0.3333333333333333,-8,0.0,152.6,0.585,10.6,7.6,0.4,179.0,0.75,49.01326351101304,0.21074850071959084,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,198.79888268156424,73.77839425888004,1.2238776190428386,0.8152871387591311,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,212.3,120,1.302800388444545,0.5130766859380443,202.7001287001287,1.2345552157991344,3,7,3
21,2023-04-21,Cypher,Ascent,Win,4,0,1,1,1,1.0,81,Sentinel,4,4,10,0.0,4,1.0,0.5,20.25,0.5,0,1.0,123.8,0.6183333333333332,6.8,5.6,0.6,103.0,0.4666666666666667,36.56090808500251,0.2658287617161758,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,189.1818181818182,60.216715170488605,1.1696812120430755,0.8112642225419247,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,194.22222222222223,99,1.1070759779011023,0.5001984805339645,202.7001287001287,1.2345552157991344,3,1,3
22,2023-04-21,Cypher,Ascent,Win,13,4,7,10,4,0.7,125,Sentinel,4,4,10,0.0,17,0.7647058823529411,0.6470588235294118,7.352941176470588,0.5,-3,1.0,123.2,0.6958333333333332,7.2,4.8,0.8,81.0,1.0,36.4993150620666,0.20357055833843463,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,189.1818181818182,60.216715170488605,1.1696812120430755,0.8112642225419247,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,194.22222222222223,99,1.1070759779011023,0.5001984805339645,202.7001287001287,1.2345552157991344,3,1,3
23,2023-04-21,Cypher,Haven,Win,13,5,14,11,7,1.2727272727272727,206,Sentinel,4,4,10,0.0,18,0.7222222222222222,1.1666666666666667,11.444444444444445,0.6363636363636364,3,1.0,138.8,0.8378787878787877,8.2,4.8,0.8,125.0,0.7,52.30869908533381,0.3081834569844091,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,197.5886524822695,64.27786454382321,1.0948666832073721,0.5579792122961902,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,196.55,60,1.0837339226677463,0.45640028254638226,202.7001287001287,1.2345552157991344,3,5,3
24,2023-04-21,Cypher,Fracture,Win,15,13,23,20,7,1.15,236,Sentinel,4,4,10,0.0,28,0.5357142857142857,1.0714285714285714,8.428571428571429,0.5882352941176471,3,1.0,150.2,0.9178787878787877,10.4,4.0,0.8,206.0,1.2727272727272727,67.31790252228602,0.3307586515619864,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,189.7948717948718,66.55148558146719,1.2477772397946845,0.9979698430037856,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,202.08,50,1.2044525815601665,0.5268607071425755,202.7001287001287,1.2345552157991344,3,4,3
25,2023-04-21,Cypher,Pearl,Win,13,7,15,10,6,1.5,193,Sentinel,4,4,10,0.0,20,0.65,1.05,9.65,0.65625,5,1.0,168.2,1.1245454545454545,12.0,5.0,1.0,236.0,1.15,63.464163115887715,0.2997174978415449,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,178.7625,74.22481139472353,1.2159840566317928,0.9436817451186712,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,188.82926829268294,41,1.1488291552306502,0.5048512555892993,202.7001287001287,1.2345552157991344,3,8,3
26,2023-04-22,Cypher,Icebox,Win,13,2,8,10,4,0.8,139,Sentinel,5,4,11,1.0,15,0.8666666666666667,0.8,9.266666666666667,0.5217391304347826,-2,1.0,179.8,1.0845454545454545,13.4,5.6,1.0,193.0,1.5,46.60150212171281,0.332092041408616,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,185.91764705882352,66.95915808566156,1.0788212392132444,0.6963155942102514,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,189.14814814814815,27,1.2120740548931124,0.49473257610381643,202.7001287001287,1.2345552157991344,3,6,3
27,2023-04-22,Cypher,Split,Draw,15,15,35,21,8,1.6666666666666667,324,Sentinel,5,4,11,0.0,30,0.5,1.4333333333333333,10.8,0.6615384615384615,14,0.5,219.6,1.2778787878787878,19.0,6.4,0.9,139.0,0.8,68.11240709298126,0.3336320975149039,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,193.66666666666666,70.6024040210524,1.297321640229214,1.9226653174257091,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,204.58064516129033,62,1.0887481107782215,0.5014145094753347,202.7001287001287,1.2345552157991344,3,9,3
28,2023-04-23,Cypher,Fracture,Win,13,10,12,16,4,0.75,145,Sentinel,6,4,12,1.0,23,0.5652173913043478,0.6956521739130435,6.304347826086956,0.48484848484848486,-4,1.0,207.4,1.1733333333333333,18.6,5.8,0.9,324.0,1.6666666666666667,76.14656919389083,0.40903001791501226,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,189.7948717948718,66.55148558146719,1.2477772397946845,0.9979698430037856,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,202.08,50,1.2044525815601665,0.5268607071425755,202.7001287001287,1.2345552157991344,3,4,3
29,2023-04-23,Cypher,Ascent,Loss,5,13,11,15,2,0.7333333333333333,202,Sentinel,6,4,12,0.0,18,0.2777777777777778,0.7222222222222222,11.222222222222221,0.4482758620689655,-4,0.0,200.6,1.09,16.2,4.8,0.7,145.0,0.75,74.45334109360039,0.45485040275775135,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,189.1818181818182,60.216715170488605,1.1696812120430755,0.8112642225419247,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,194.22222222222223,99,1.1070759779011023,0.5001984805339645,202.7001287001287,1.2345552157991344,3,1,3
30,2023-04-28,Cypher,Fracture,Loss,12,14,22,19,5,1.1578947368421053,256,Sentinel,4,4,17,5.0,26,0.46153846153846156,1.0384615384615385,9.846153846153847,0.574468085106383,3,0.0,213.2,1.0215789473684211,17.6,4.6,0.5,202.0,0.7333333333333333,78.0877711296718,0.40020558736427786,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,189.7948717948718,66.55148558146719,1.2477772397946845,0.9979698430037856,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,202.08,50,1.2044525815601665,0.5268607071425755,202.7001287001287,1.2345552157991344,3,4,3
31,2023-04-28,Cypher,Pearl,Loss,8,13,14,15,4,0.9333333333333332,184,Sentinel,4,4,17,0.0,21,0.38095238095238093,0.8571428571428571,8.761904761904763,0.5294117647058824,-1,0.0,222.2,1.0482456140350875,18.8,4.6,0.3,256.0,1.1578947368421053,69.52121978216437,0.3859379974666667,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,178.7625,74.22481139472353,1.2159840566317928,0.9436817451186712,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,188.82926829268294,41,1.1488291552306502,0.5048512555892993,202.7001287001287,1.2345552157991344,3,8,3
32,2023-04-28,Cypher,Pearl,Win,14,12,17,20,6,0.85,207,Sentinel,4,4,17,0.0,26,0.5384615384615384,0.8846153846153846,7.961538461538462,0.5227272727272727,-3,1.0,198.8,0.8849122807017544,15.2,4.2,0.4,184.0,0.9333333333333332,40.19577092182712,0.17267048662961565,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,178.7625,74.22481139472353,1.2159840566317928,0.9436817451186712,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,188.82926829268294,41,1.1488291552306502,0.5048512555892993,202.7001287001287,1.2345552157991344,3,8,3
33,2023-04-28,Cypher,Haven,Loss,12,14,15,18,7,0.8333333333333334,156,Sentinel,4,4,17,0.0,26,0.46153846153846156,0.8461538461538461,6.0,0.5365853658536586,-3,0.0,201.0,0.901578947368421,15.8,4.8,0.2,207.0,0.85,36.660605559646754,0.15994574333991324,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,197.5886524822695,64.27786454382321,1.0948666832073721,0.5579792122961902,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,196.55,60,1.0837339226677463,0.45640028254638226,202.7001287001287,1.2345552157991344,3,5,3
34,2023-04-29,Cypher,Lotus,Win,13,11,21,14,4,1.5,234,Sentinel,5,4,18,1.0,24,0.5416666666666666,1.0416666666666667,9.75,0.625,7,1.0,207.4,1.0549122807017544,17.8,5.2,0.4,156.0,0.8333333333333334,39.5575530082436,0.28043545482219134,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,198.79888268156424,73.77839425888004,1.2238776190428386,0.8152871387591311,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,212.3,120,1.302800388444545,0.5130766859380443,202.7001287001287,1.2345552157991344,3,7,3
35,2023-05-02,Cypher,Fracture,Loss,6,13,6,17,4,0.3529411764705882,123,Sentinel,1,5,21,3.0,19,0.3157894736842105,0.5263157894736842,6.473684210526316,0.35714285714285715,-11,0.0,180.8,0.8939215686274509,14.6,5.0,0.4,234.0,1.5,43.25158956616511,0.40839447086033875,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,189.7948717948718,66.55148558146719,1.2477772397946845,0.9979698430037856,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,202.08,50,1.2044525815601665,0.5268607071425755,202.7001287001287,1.2345552157991344,3,4,3
36,2023-05-02,Cypher,Bind,Loss,8,13,8,15,1,0.5333333333333333,108,Sentinel,1,5,21,0.0,21,0.38095238095238093,0.42857142857142855,5.142857142857143,0.36,-7,0.0,165.6,0.8139215686274509,13.4,4.4,0.4,123.0,0.3529411764705882,53.8915577804168,0.43692526922589353,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,195.52941176470588,59.94930565213115,1.2033457796579268,0.7891823917264791,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,203.34965034965035,143,1.1817316905468307,0.5091912820475498,202.7001287001287,1.2345552157991344,3,2,3
37,2023-05-02,Cypher,Split,Win,13,7,14,14,8,1.0,192,Sentinel,1,5,21,0.0,20,0.65,1.1,9.6,0.5945945945945946,0,1.0,162.6,0.8439215686274508,12.8,4.8,0.4,108.0,0.5333333333333333,51.369251503209604,0.4450950159696924,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,193.66666666666666,70.6024040210524,1.297321640229214,1.9226653174257091,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,204.58064516129033,62,1.0887481107782215,0.5014145094753347,202.7001287001287,1.2345552157991344,3,9,3
38,2023-05-04,Cypher,Pearl,Loss,10,13,18,14,5,1.2857142857142858,212,Sentinel,3,5,23,2.0,23,0.43478260869565216,1.0,9.217391304347826,0.6052631578947368,4,0.0,173.8,0.9343977591036413,13.4,4.4,0.4,192.0,1.0,55.508557898760095,0.48646101639626477,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,178.7625,74.22481139472353,1.2159840566317928,0.9436817451186712,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,188.82926829268294,41,1.1488291552306502,0.5048512555892993,202.7001287001287,1.2345552157991344,3,8,3
39,2023-05-04,Cypher,Ascent,Loss,5,13,13,15,2,0.8666666666666667,202,Sentinel,3,5,23,0.0,18,0.2777777777777778,0.8333333333333334,11.222222222222221,0.4838709677419355,-2,0.0,167.4,0.8077310924369747,11.8,4.0,0.2,212.0,1.2857142857142858,48.19543546851716,0.3711592197583974,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,189.1818181818182,60.216715170488605,1.1696812120430755,0.8112642225419247,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,194.22222222222223,99,1.1070759779011023,0.5001984805339645,202.7001287001287,1.2345552157991344,3,1,3
40,2023-05-04,Cypher,Lotus,Loss,11,13,14,17,0,0.8235294117647058,174,Sentinel,3,5,23,0.0,24,0.4583333333333333,0.5833333333333334,7.25,0.4375,-3,0.0,177.6,0.9018487394957984,13.4,3.2,0.2,202.0,0.8666666666666667,41.3618181418564,0.27393508694400165,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,198.79888268156424,73.77839425888004,1.2238776190428386,0.8152871387591311,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,212.3,120,1.302800388444545,0.5130766859380443,202.7001287001287,1.2345552157991344,3,7,3
41,2023-05-04,Cypher,Ascent,Loss,7,13,11,18,2,0.6111111111111112,154,Sentinel,3,5,23,0.0,20,0.35,0.65,7.7,0.40625,-7,0.0,186.8,0.9174042950513538,14.0,3.4,0.2,174.0,0.8235294117647058,23.09112383579461,0.24883559576180364,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,189.1818181818182,60.216715170488605,1.1696812120430755,0.8112642225419247,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,194.22222222222223,99,1.1070759779011023,0.5001984805339645,202.7001287001287,1.2345552157991344,3,1,3
42,2023-05-04,Cypher,Split,Win,13,9,23,13,7,1.7692307692307692,274,Sentinel,3,5,23,0.0,22,0.5909090909090909,1.3636363636363635,12.454545454545455,0.6818181818181818,10,1.0,203.2,1.0712504488975076,15.8,3.2,0.2,154.0,0.6111111111111112,45.729640278488986,0.46046707570770606,202.7001287001287,61.78833100126236,1.2345552157991344,0.927851179627866,0.5096574082343571,193.66666666666666,70.6024040210524,1.297321640229214,1.9226653174257091,201.0742150333016,62.5077992179673,1.2133754749757464,0.8790057416199903,204.58064516129033,62,1.0887481107782215,0.5014145094753347,202.7001287001287,1.2345552157991344,3,9,3
